id,exp,sol
RPR205,5,4
RPR206,3,3
RPR207,5,3
RPR208,3,0
RPR20,5,0
RPR211,2,1
RPR212,5,0
RPR213,5,4
RPR214,1,1
RPR216,5,4
RPR217,0,0
RPR218,5,4
RPR219,4,0
RPR220,3,3
RPR221,1,0
RPR224,0,0
RPR225,3,2
RPR226,0,0
RPR227,4,4
RPR228,0,0
RPR229,0,0
RPR230,5,4
RPR232,0,0
RPR234,5,3
RPR235,5,4
RPR236,0,0
RPR241,3,4
RPR242,4,1
RPR243,3,0
RPR244,0,0
RPR247A,4,4
RPR247B,0,0
RPR24,5,2
RPR252B,4,0
RPR254A,4,0
RPR254,5,5
RPR25,5,5
RPR267A,0,0
RPR267,5,4
RPR26,3,4
RPR275,5,2
RPR27,0,0
RPR280A,3,2
RPR280,5,0
RPR28,5,2
RPR295,5,1
RPR299,5,5
RPR2,3,3
RPR30,5,3
RPR31,0,0
RPR32,5,3
RPR35,5,5
RPR36,5,5
RPR37,5,5
RPR38,5,4
RPR39,5,0
RPR3,4,4
RPR40,5,3
RPR41,5,5
RPR42,5,5
RPR43,3,5
RPR46,5,4
RPR49,5,5
RPR50,0,0
RPR52,5,2
RPR54,0,0
RPR55,5,2
RPR57,5,0
RPR58,5,4
RPR59,5,5
RPR5,5,5
RPR61,5,5
RPR62,5,5
RPR63,5,2
RPR64,0,0
RPR65,5,5
RPR66,5,3
RPR67,5,4
RPR68,5,5
RPR6,0,0
RPR70,5,5
RPR73,4,5
RPR74,3,5
RPR76,4,2
RPR77,3,4
RPR78,2,3
RPR79,3,2
RPR80,3,4
RPR81,5,3
RPR82,2,4
RPR83,3,2
RPR86,2,3
RPR87,3,2
RPR88,4,0
RPR89,4,4
RPR8,5,2
RPR90,2,4
RPR94,2,3
RPR97,3,5
RPR98,3,2
RPR99,4,5
RPR9,5,5
RR101,0,0
RR102,0,0
RR103,5,0
RR104,3,3
RR107,0,0
RR108,5,3
RR109,4,4
RR110,5,3
RR111,5,0
RR112,5,5
RR113,3,0
RR114,5,0
RR115,5,1
RR116,3,3
RR117,3,3
RR118,4,5
RR119,4,0
RR11,5,0
RR12,3,0
RR13,0,3
RR149,2,2
RR150,4,4
RR152,0,0
RR154,2,0
RR156,0,0
RR161,0,0
RR162,2,2
RR167,2,2
RR169,2,1
RR171,5,4
RR172,5,5
RR176,5,4
RR179,4,2
RR180,0,0
RR182,0,0
RR183,2,0
RR185,1,1
RR186,3,2
RR188,3,3
RR18,0,0
RR192,0,0
RR194,0,0
RR195,0,0
RR197,0,0
RR198,3,1
RR199,0,0
RR200,1,0
RR201,0,0
RR202,0,0
RR203,2,1
RR204,3,3
RR206,2,3
RR207,1,0
RR208,4,5
RR210,0,0
RR211,3,4
RR212,2,1
RR213,0,0
RR214,2,5
RR215,0,0
RR216,3,0
RR217,0,0
RR218,0,0
RR219,0,0
RR223,0,0
RR224,4,4
RR225,0,0
RR226,5,0
RR227,2,0
RR230,3,0
RR231,0,0
RR232,2,3
RR233,5,2
RR234,5,4
RR237,2,3
RR238,4,4
RR241,4,0
RR247,5,5
RR251,4,5
RR254,0,0
RR25,5,0
RR266,5,5
RR267,5,0
RR268,4,3
RR269,5,0
RR26,0,0
RR270,5,4
RR271,3,0
RR274,4,0
RR275,4,0
RR276,3,3
RR278,0,0
RR279,4,0
RR280,2,0
RR285,0,0
RR286,0,0
RR287,5,0
RR288,4,4
RR289,5,0
RR28,0,0
RR290,0,0
RR291,0,0
RR292,4,0
RR295,4,0
RR299,5,0
RR29,0,0
RR300,0,0
RR301,4,4
RR302,4,5
RR310,0,0
RR311,4,0
RR318,5,0
RR320,0,0
RR321,3,2
RR32,0,0
RR332,0,0
RR339,4,3
RR33,5,0
RR340,5,0
RR341,0,0
RR342,0,0
RR343,0,0
RR344,0,0
RR345,0,0
RR346,0,0
RR348,0,0
RR349,0,0
RR350,3,0
RR351,5,3
RR352,5,0
RR353,5,0
RR354,0,0
RR355,0,0
RR356,0,0
RR358,5,3
RR359,0,0
RR35,5,5
RR360,5,3
RR361,0,0
RR362,3,4
RR363,5,5
RR365,4,5
RR366,5,5
RR367,0,0
RR368,3,5
RR369,5,5
RR371,0,0
RR372,2,5
RR375,3,5
RR379,5,3
RR381,4,5
RR382,3,5
RR384,3,5
RR385,3,5
RR387,4,5
RR3,0,0
RR401A,0,0
RR403A,3,0
RR404A,4,5
RR404B,5,5
RR415,5,5
RR417A,0,0
RR417B,0,0
RR417,3,4
RR46,5,5
RR4,0,0
RR56,5,5
RR58,0,0
RR60,1,2
RR61,0,0
RR62,1,3
RR63,0,0
RR64,0,0
RR65,4,3
RR66,3,0
RR67,0,0
RR68,0,0
RR70,3,4
RR73,5,0
RR74,0,0
RR76,4,5
RR78,0,0
RR79,4,1
RR80,3,2
RR81,2,0
RR82,3,3
RR83,0,0
RR84,3,3
RR85,4,4
RR86,0,0
RR87,5,4
RR88,4,2
RR89,4,3
RR8,5,5
RR90,0,0
RR91,0,0
RR92,4,5
RR93,5,3
RR94,5,0
RR95,0,0
RR96,0,0
RR97,0,0
RR98,0,0
RR99,0,0
RR9,0,0
RRR103A,4,5
RRR103B,0,0
RRR103C,0,0
RRR109A,0,0
RRR109B,0,0
RRR119,5,0
RRR142A,5,2
RRR142,5,2
RRR143,5,0
RRR21,4,3
RRR23,0,0
RRR31,0,0
RRR33,0,0
RRR36,3,3
RRR3,3,3
RRR40,2,0
RRR41,4,5
RRR42,4,3
RRR43,5,5
RRR44,0,0
RRR52,5,2
RRR54,0,0
RRR55,5,5
RRR56,0,0
RRR57,4,4
RRR64,5,0
RRR65,4,5
RRR66,5,4
RRR67,5,3
RRR68,0,0
RRR69,2,4
RRR70,5,4
RRR71,5,0
RRR72,5,4
RRR73,5,5
RRR74,4,5
RRR75,5,4
RRR76,0,0
RRR77,5,2
RRR78,5,1
RRR79,0,0
RRR80,3,3
RRR81,0,0
RRR82,0,0
RRR83,0,0
RRR84,0,0
RRR86,0,0
RRR87,0,0
RRR92,0,0
RRR93,5,5
RRR98A,0,0
RRR98B,1,2
RSR102,0,0
RSR104,2,1
RSR105,1,0
RSR106,0,0
RSR107,5,2
RSR109,5,1
RSR110,2,1
RSR112,0,0
RSR137,5,5
RSR139,0,0
RSR13,3,0
RSR142,5,2
RSR144,0,0
RSR149,5,5
RSR15,5,4
RSR162,4,3
RSR166,0,0
RSR168,5,5
RSR193,0,0
RSR196,4,4
RSR197,0,0
RSR198,5,0
RSR199,3,0
RSR200,0,0
RSR201,0,0
RSR207,3,3
RSR211,0,0
RSR213,0,0
RSR230,4,5
RSR231,0,0
RSR233,5,5
RSR235,0,0
RSR237,0,0
RSR238,5,1
RSR246A,0,0
RSR246B,0,0
RSR246C,0,0
RSR246D,0,0
RSR247A,0,0
RSR248A,0,0
RSR248B,0,0
RSR249A,0,0
RSR249B,0,0
RSR249,0,0
RSR24,5,0
RSR258A,4,0
RSR271A,3,3
RSR271,3,5
RSR277,5,5
RSR37,0,0
RSR70,5,4
RSR71,4,2
RSR72,4,5
RSR74,5,5
RSR75,0,0
RSR76,0,0
RSR79,0,0
RSR80,0,0
RSR81,0,0
RSR83,0,0
RSR84,5,5
RSR85A,5,4
RSR85,0,0
RSR86,5,4
RSR87,0,0
RSR88,0,0
RSR89,5,5
RSR90,3,5
RSR91,1,0
RSR92,5,0
RSR93,2,1
RSR95,1,1
RSR96,0,0
RSR97,0,0
RSR99,5,0
SAR10,5,5
SAR11,5,2
SAR12,5,2
SAR13,5,5
SAR14,5,2
SAR15,5,5
SAR16,5,5
SAR17,5,3
SAR18,5,1
SAR19,5,5
SAR1,5,3
SAR20,5,5
SAR21,5,5
SAR22,5,0
SAR23,2,2
SAR24,0,0
SAR25,4,5
SAR26,4,5
SAR27,4,4
SAR28,3,4
SAR29,5,2
SAR2,5,2
SAR30,5,5
SAR31,5,5
SAR32,5,5
SAR33,5,0
SAR34,2,1
SAR35,5,2
SAR36,5,5
SAR37,3,0
SAR3,5,3
SAR4,5,3
SAR59,4,0
SAR5,5,0
SAR62,4,5
SAR6,5,2
SAR72,3,5
SAR74,4,5
SAR78,4,4
SAR79,3,2
SAR80A,0,0
SAR80C,0,0
SAR80,5,5
SAR84,0,0
SAR85,5,5
SAR86,4,2
SAR87,5,5
SAR88,2,5
SAR89,4,5
SAR8,5,1
SAR90,5,3
SAR91,5,4
SAR92,5,4
SAR93,5,5
SAR94,4,2
SAR95,5,5
SAR96,5,5
SAR97,5,5
SAR98,4,5
SCR10,5,5
SCR11,5,2
SCR12,5,5
SCR13,5,3
SCR14,5,5
SCR15,5,3
SCR16,5,2
SCR17,0,0
SCR18,5,3
SCR1,5,2
SCR20,5,5
SCR21,5,4
SCR22,0,0
SCR23,3,3
SCR24,5,5
SCR26,4,4
SCR28,5,3
SCR29,4,5
SCR30A,4,4
SCR31A,0,0
SCR32,5,5
SCR33A,0,0
SCR34,3,5
SCR35A,3,5
SCR37,2,3
SCR38,2,4
SCR3,0,0
SCR40,3,4
SCR42,5,5
SCR44,5,5
SCR45,4,2
SCR46,2,4
SCR47,3,3
SCR49,5,5
SCR4,5,5
SCR50,4,0
SCR51A,0,0
SCR51,0,0
SCR52,4,5
SCR53,5,5
SCR54,2,1
SCR55A,4,5
SCR55B,4,5
SCR55C,5,4
SCR55,5,5
SCR56,2,1
SCR57,3,1
SCR58,5,2
SCR59,5,5
SCR60,1,0
SCR61,2,1
SCR62,1,1
SCR63,0,1
SCR64A,0,0
SCR64,4,2
SCR65,5,5
SCR66,5,2
SCR67,2,1
SCR68,3,0
SCR69,3,1
SCR6,2,5
SCR70,5,1
SCR71,2,2
SCR72,2,1
SCR75,1,0
SCR76,5,5
SCR7,0,0
SCR8,5,3
SCR9,0,0
SER100,2,4
SER102,5,5
SER103,0,0
SER104,4,5
SER10,5,4
SER110,0,0
SER112,4,4
SER114A,3,5
SER114B,4,3
SER114C,3,5
SER114D,3,3
SER114,3,4
SER115A,0,0
SER115B,3,5
SER115,3,5
SER116,3,5
SER119,4,5
SER11,3,1
SER120,4,5
SER126A,5,5
SER126,5,5
SER12,5,4
SER13,5,5
SER14,5,2
SER17,5,1
SER18,5,2
SER19,5,2
SER1,5,5
SER20,5,3
SER21,5,1
SER22,5,0
SER23,5,5
SER24,5,5
SER25,5,0
SER26,5,0
SER2,5,2
SER30,5,3
SER31,5,2
SER32,3,0
SER33,4,0
SER34,5,2
SER35,5,3
SER37,5,1
SER38,5,5
SER3,5,3
SER41,2,1
SER42,2,3
SER43,2,0
SER44,2,0
SER45,3,2
SER46,4,2
SER47,3,0
SER48,3,4
SER49,0,0
SER50,2,2
SER51,2,1
SER52,5,5
SER53,5,4
SER54,5,0
SER55,0,0
SER56,2,2
SER57,0,0
SER58,0,0
SER59,0,0
SER5,5,0
SER60,5,0
SER61,2,0
SER62,4,4
SER63,5,4
SER64A,5,4
SER64,0,0
SER65A,5,5
SER65,3,2
SER66,4,4
SER67,0,0
SER68,5,0
SER69,4,0
SER6,5,1
SER70,0,0
SER71,0,0
SER72,0,0
SER73,3,3
SER74,3,2
SER75,4,3
SER76,0,0
SER77,2,2
SER78,5,5
SER7,5,5
SER86,4,1
SER87,2,3
SER88,4,4
SER89,5,5
SER8,3,3
SER90,4,0
SER92,5,0
SER97,5,4
SER98,0,0
SER9,5,5
SFR100,3,1
SFR101,2,2
SFR102,2,3
SFR104,0,0
SFR10,5,0
SFR110,2,2
SFR111,3,1
SFR112,4,4
SFR115,0,0
SFR116,4,1
SFR117,4,4
SFR11,5,5
SFR123,5,4
SFR128,4,4
SFR129,0,0
SFR12,5,0
SFR130,4,4
SFR131,5,5
SFR132,1,1
SFR133,0,0
SFR134,0,0
SFR135,0,0
SFR136,0,0
SFR137,5,5
SFR138,5,0
SFR13,5,5
SFR140,5,5
SFR141,3,3
SFR142,0,0
SFR143,0,0
SFR14,5,0
SFR15,5,0
SFR160,0,0
SFR166,4,3
SFR167,1,0
SFR168,3,2
SFR169,2,0
SFR16,5,3
SFR170,4,3
SFR171,0,0
SFR172,4,3
SFR174,0,0
SFR175,0,0
SFR17,5,3
SFR184,3,3
SFR185,2,0
SFR187,0,0
SFR188,0,0
SFR18,3,3
SFR197,0,0
SFR198,0,0
SFR199,4,0
SFR1,0,0
SFR200A,0,0
SFR200,3,3
SFR201,0,0
SFR202,4,4
SFR203,2,0
SFR205,3,2
SFR208,3,0
SFR209,0,0
SFR20,4,4
SFR210,3,0
SFR211,0,0
SFR212,0,0
SFR213,2,1
SFR214A,5,5
SFR214,5,5
SFR215,0,0
SFR216,3,3
SFR217,0,0
SFR218,3,3
SFR219,4,4
SFR21,5,5
SFR220,0,0
SFR221,0,0
SFR222,3,3
SFR223,4,2
SFR224,0,0
SFR225,3,2
SFR226,3,3
SFR227,2,2
SFR228,4,0
SFR229,4,0
SFR22,5,5
SFR230,0,0
SFR231A,5,4
SFR231,0,0
SFR24,5,5
SFR254,5,3
SFR256,0,0
SFR257,4,0
SFR259,0,0
SFR25,3,3
SFR261,3,5
SFR262,5,2
SFR263,4,5
SFR265,5,5
SFR266,5,3
SFR267,5,3
SFR268,5,5
SFR269,3,5
SFR26,0,0
SFR270,3,4
SFR271,5,5
SFR272,3,5
SFR273,4,4
SFR274,5,5
SFR275,5,5
SFR276,5,5
SFR277,3,5
SFR279A,5,4
SFR27,5,1
SFR280,5,5
SFR281A,4,5
SFR282,5,0
SFR283,5,5
SFR284,5,5
SFR285,5,4
SFR286,4,0
SFR287,5,5
SFR289A,0,0
SFR290,0,0
SFR291,0,0
SFR293,5,4
SFR295A,0,0
SFR296,5,5
SFR297,5,3
SFR298,5,2
SFR299,4,4
SFR29,5,3
SFR2,0,0
SFR305,5,0
SFR306,4,3
SFR307,5,5
SFR309,5,3
SFR311A,5,3
SFR311B,5,5
SFR311,5,5
SFR315,5,5
SFR316,5,5
SFR319,5,5
SFR31,0,0
SFR32,5,0
SFR33,5,5
SFR34,0,0
SFR35,5,0
SFR36,5,3
SFR37,5,5
SFR38,5,2
SFR39,5,1
SFR3,5,5
SFR40,5,3
SFR41,5,5
SFR42,3,0
SFR43,5,5
SFR44,0,0
SFR45,5,5
SFR46,5,5
SFR47,3,3
SFR48,2,3
SFR49,5,5
SFR51,5,3
SFR53,5,5
SFR55,5,0
SFR56,5,5
SFR57,5,3
SFR58,5,5
SFR66,5,5
SFR67,0,0
SFR68,3,3
SFR69,0,0
SFR6,3,0
SFR70,2,2
SFR71,4,3
SFR72,0,0
SFR73,0,0
SFR74,5,5
SFR75,5,5
SFR76A,4,4
SFR76,0,0
SFR77,4,0
SFR78,5,5
SFR79,4,4
SFR7,5,5
SFR80,0,0
SFR81,4,4
SFR82,4,2
SFR83,0,0
SFR84,0,0
SFR85,3,1
SFR86,0,0
SFR87,1.5,0
SFR88,0,0
SFR89,0,0
SFR8,3,0
SFR90,3,3
SFR9,5,5
SGR100,5,4
SGR102,5,1
SGR103,4,1
SGR104,4,2
SGR106,2,1
SGR11,0,0
SGR12,0,0
SGR13,5,4
SGR17,5,4
SGR19,2,0
SGR21,0,0
SGR22,0,0
SGR23,2,2
SGR26,3,5
SGR27,4,4
SGR30,5,2
SGR31,0,0
SGR33,5,5
SGR35,2,0
SGR3,5,3
SGR42,4,4
SGR50,0,0
SGR58,0,0
SGR59,0,0
SGR5,5,0
SGR60,0,0
SGR62,0,0
SGR64,5,2
SGR65,0,0
SGR66,0,0
SGR68,4,5
SGR69,5,5
SGR71,0,0
SGR72,3,5
SGR73,4,2
SGR75,5,2
SGR76,3,5
SGR79,3,2
SGR82,5,3
SGR83,0,0
SGR84,5,5
SGR85,3,2
SGR86,5,3
SGR88,5,3
SGR89,5,4
SGR8,4,5
SGR90,5,0
SGR93,5,3
SGR94,5,3
SGR95,0,0
SGR96,4,1
SGR98,4,4
SGR99,0,0
SHR10,5,0
SHR13,0,0
SHR15,5,5
SHR16,5,0
SHR17,5,0
SHR18,4,2
SHR27,5,5
SHR3,3,4
SHR47,3,4
SHR51,3,5
SHR52,4,4
SHR57,4,4
SHR6,0,0
SHR76,0,0
SHR77,5,5
SHR78,5,5
SHR79,5,3
SHR7,5,3
SHR80,5,4
SHR81A,5,0
SHR81B,5,5
SHR81,5,5
SHR86,0,0
SHR87,5,5
SHR8,0,0
SHR90,0,0
SHR95,5,3
SHR9,4,0
SIR100,2,0
SIR101,0,0
SIR102,5,5
SIR103,0,0
SIR104,3,3
SIR105,4,0
SIR106,0,0
SIR107,4,5
SIR108,4,3
SIR109,3,2
SIR10,5,1
SIR111,3,3
SIR114,3,3
SIR117,5,0
SIR118,0,0
SIR119,0,0
SIR11,0,0
SIR122,0,0
SIR126,0,0
SIR12,5,2
SIR13,5,5
SIR14,4,5
SIR151,5,5
SIR152,5,5
SIR153,0,0
SIR154,5,4
SIR155,3,0
SIR156,4,0
SIR157,0,0
SIR159,5,5
SIR160A,3,0
SIR160,5,5
SIR162,0,0
SIR163,3,5
SIR164,3,3
SIR166,1,4
SIR16,0,0
SIR178,5,5
SIR17,4,4
SIR180A,5,4
SIR183A,4,0
SIR18,4,3
SIR19,1,1
SIR1,1,4
SIR20,0,0
SIR22,2,3
SIR23,2,2
SIR24,5,4
SIR26,0,0
SIR27,3,0
SIR28,3,3
SIR2,5,5
SIR3,2,2
SIR4,0,0
SIR5,3,4
SIR66,5,5
SIR67,2,2
SIR68,5,5
SIR69,5,5
SIR6,4,4
SIR71,2,1
SIR73,2,2
SIR74,4,2
SIR75,4,4
SIR76,0,0
SIR78,3,4
SIR7,3,4
SIR80,5,5
SIR81,3,0
SIR82,4,4
SIR83,5,1
SIR84,4,4
SIR86,3,5
SIR89,5,2
SIR8,5,3
SIR90,4,4
SIR91,5,5
SIR92,4,4
SIR93,0,0
SIR96,2,2
SIR98,5,2
SIR9,5,5
SLR12,4,5
SLR17,5,5
SLR21,3,4
SLR24,5,4
SLR29,3,0
SLR3A,0,0
SLR3,0,0
SLR6,5,3
SLR70,5,2
SLR71,5,2
SLR73,4,4
SLR74,0,0
SLR78,3,0
SLR81,5,5
SLR82,2,0
SLR84,3,5
SLR86A,5,5
SLR87,4,0
SLR89,5,0
SLR90,5,0
SMR10,5,5
SMR11,2,0
SMR12,5,5
SMR14,5,4
SMR15,5,5
SMR17,5,0
SMR1,4,0
SMR21,3,5
SMR23,5,5
SMR26,5,5
SMR27,2,5
SMR28,5,5
SMR32,3,1
SMR33,3,2
SMR36,3,0
SMR37,5,5
SMR38,0,0
SMR3,3,3
SMR4,5,0
SMR53,3,4
SMR5,5,3
SMR64,4,0
SMR69,4,4
SMR6,5,5
SMR75,4,4
SMR76A,5,5
SMR76B,5,5
SMR76,3,3
SMR77,4,0
SMR78,0,0
SMR79,3,5
SMR82,2,5
SMR83,5,3
SMR84,5,5
SMR86,5,3
SMR87,5,5
SMR8,5,5
SMR96,5,0
SNR106,4,0
SNR115A,4,0
SNR115,5,3
SNR58A,3,3
SNR58B,4,5
SNR58C,0,0
SNR58D,3,5
SNR59A,4,4
SNR59B,5,5
SNR61A,0,0
SNR61B,0,0
SNR63B,4,3
SNR67A,0,0
SNR71,5,4
SNR75,5,1
SNR76B,4,0
SNR77A,5,1
SNR77,5,0
SNR78A,3,0
SNR78B,4,2
SNR79,5,4
SNR83A,4,1
SNR86,5,4
SNR93,5,1
SOR100,4,3
SOR101,4,3
SOR102,4,4
SOR103,3,3
SOR104,3,1
SOR105,3,3
SOR106,1,1
SOR107,0,0
SOR108,5,4
SOR109,4,0
SOR10,5,0
SOR110,0,0
SOR111,3,2
SOR112,2,2
SOR113,5,2
SOR115,5,2
SOR116,5,0
SOR117,2,3
SOR118,5,5
SOR119,5,5
SOR11,5,3
SOR120,5,5
SOR121,5,3
SOR122,5,0
SOR123A,4,4
SOR123,4,4
SOR124,5,5
SOR125,5,5
SOR126,0,0
SOR12,5,5
SOR13,2,0
SOR149,5,5
SOR150,3,5
SOR152,5,5
SOR153,5,3
SOR154,0,0
SOR155,0,0
SOR156,5,4
SOR158,4,3
SOR15,2,1
SOR160,5,5
SOR161,0,0
SOR162,5,5
SOR163,4,0
SOR165,0,0
SOR166,4,5
SOR168,5,5
SOR16,5,4
SOR170,3,3
SOR171,1,0
SOR172,4,0
SOR174,5,5
SOR175,1,1
SOR176,5,5
SOR177,5,5
SOR178,5,5
SOR179,5,5
SOR181,0,0
SOR182,3,5
SOR183A,4,5
SOR184,0,0
SOR186,5,4
SOR187,5,2
SOR188,1,1
SOR18,5,3
SOR190,4,4
SOR191,5,5
SOR192,5,5
SOR195,5,5
SOR196,5,2
SOR199,5,3
SOR19,5,5
SOR202,5,5
SOR204,5,5
SOR207,5,0
SOR208,5,0
SOR20,0,0
SOR210A,5,5
SOR214,5,5
SOR215,3,0
SOR218,5,5
SOR21,5,4
SOR220A,0,0
SOR220B,4,0
SOR221A,0,0
SOR221,5,5
SOR222,3,3
SOR223,5,0
SOR224,5,0
SOR226,0,0
SOR227,2,5
SOR228,0,0
SOR229,5,4
SOR230,5,5
SOR234A,4,0
SOR234B,4,0
SOR236A,5,3
SOR236B,5,5
SOR237,5,4
SOR238A,5,0
SOR238B,4,0
SOR238C,4,0
SOR23,5,1
SOR241,5,5
SOR246,4,4
SOR24,5,5
SOR25,5,0
SOR261,5,4
SOR263A,5,0
SOR263B,4,0
SOR263C,5,0
SOR264,5,5
SOR267A,5,0
SOR267B,5,0
SOR267C,5,0
SOR267D,5,0
SOR267E,5,0
SOR267F,5,3
SOR26,0,0
SOR272A,5,2
SOR272B,5,2
SOR272,4,3
SOR27,5,5
SOR28,0,0
SOR29,5,3
SOR30,5,5
SOR31,5,5
SOR32,5,5
SOR33,5,3
SOR35,0,0
SOR36,5,3
SOR37,5,5
SOR38,5,2
SOR39,5,5
SOR3,5,5
SOR40,5,5
SOR41,0,0
SOR42,5,5
SOR44,5,5
SOR45,5,5
SOR46,5,5
SOR47,5,0
SOR48,5,5
SOR49,5,2
SOR4,5,1
SOR50,3,4
SOR51,5,4
SOR52,5,5
SOR53,5,2
SOR54,5,5
SOR55,3,3
SOR56,5,4
SOR57,3,0
SOR5,5,0
SOR73,3,2
SOR74,4,4
SOR75,3,3
SOR76,4,1
SOR77,4,4
SOR78A,4,4
SOR78,3,3
SOR79,3,0
SOR7,0,0
SOR80,4,1
SOR81,0,0
SOR82,3,3
SOR83,3,2
SOR84,3,1
SOR85,3,3
SOR86,3,1
SOR87,1,1
SOR88,4,0
SOR89,2,1
SOR8,5,5
SOR90,0,0
SOR91A,5,4
SOR91,3,2
SOR92,5,5
SOR93,4,0
SOR94,4,3
SOR95,0,0
SOR97,4,4
SOR98,3,3
SOR99,3,3
SOR9,5,5
SPR10,2,3
SPR12,5,5
SPR13,5,5
SPR14,5,4
SPR16,5,5
SPR17,5,5
SPR18,5,3
SPR19,4,5
SPR20,4,5
SPR21,3,5
SPR22,5,5
SPR25,5,5
SPR27,4,5
SPR28,5,3
SPR29,5,0
SPR2,5,2
SPR30,5,5
SPR31,5,5
SPR32,3,3
SPR33,2,0
SPR34,5,0
SPR35,5,2
SPR36,4,5
SPR37,5,1
SPR38,4,4
SPR39,5,0
SPR40,2,1
SPR41,4,2
SPR56,5,5
SPR57,5,5
SPR58,5,5
SPR59,0,0
SPR5,5,5
SPR66,4,5
SPR68,5,4
SPR6,5,5
SPR76,5,5
SPR7,5,5
SPR81,5,2
SPR8,5,5
SPR9,5,5
SR100,5,0
SR112,4,3
SR114,5,1
SR115,5,0
SR117,5,3
SR119,5,2
SR120,3,3
SR122,5,4
SR131,5,0
SR136,5,2
SR138,3,0
SR142,5,5
SR148,3,5
SR166,5,0
SR168,3,5
SR185,5,3
SR190,5,5
SR192,5,5
SR193,4,3
SR194,4,4
SR195,2,5
SR196,5,1
SR197,3,1
SR198,3,3
SR199,5,5
SR200,5,4
SR201,4,2
SR202,0,0
SR204,4,4
SR205,5,3
SR206,3,1
SR208,4,5
SR209,5,5
SR210,5,0
SR211,5,5
SR212,5,5
SR213,5,5
SR215,5,5
SR217,5,0
SR220,3,2
SR222,5,5
SR224,5,5
SR225,5,5
SR226,5,4
SR231,5,5
SR232,5,3
SR237,4,5
SR241,5,5
SR242,4,0
SR243,5,4
SR244,5,5
SR247A,3,0
SR247,5,0
SR248A,0,5
SR248,5,3
SR249A,1,0
SR252A,3,0
SR253,0,0
SR255,0,0
SR256A,1,0
SR256,5,3
SR257,0,0
SR258A,5,3
SR258,0,0
SR259A,3,1
SR259,4,5
SR260A,0,0
SR260,5,3
SR261A,2,0
SR261,5,4
SR262,3,0
SR263A,0,0
SR263,5,0
SR264A,3,3
SR264,5,0
SR265,0,0
SR266A,0,0
SR266,0,0
SR267A,3,3
SR267,0,0
SR268A,3,5
SR268,4,0
SR269A,0,0
SR269,3,3
SR271,3,3
SR272,3,0
SR273,3,5
SR274,3,5
SR275,0,0
SR276,5,5
SR277,3,3
SR278A,2,0
SR278,3,1
SR279,0,0
SR280A,0,0
SR280,0,0
SR281A,3,0
SR281,0,0
SR282,3,3
SR283,3,2
SR284,3,2
SR285A,0,0
SR285,0,0
SR286,3,5
SR287,2,3
SR288A,0,0
SR288,0,0
SR297,3,2
SR307,4,4
SR321,0,0
SR322,3,0
SR324,5,5
SR325,0,0
SR326,4,3
SR327,0,0
SR328,3,0
SR329,5,5
SR330,5,3
SR331,5,0
SR332,5,5
SR333,5,5
SR335,0,0
SR336,5,5
SR337,5,5
SR338,3,1
SR339,5,5
SR340,3,2
SR341,5,0
SR342,5,5
SR343,5,4
SR344,3,3
SR345,5,5
SR346,5,5
SR347,3,1
SR348,0,0
SR349,0,0
SR350,5,5
SR352,5,5
SR353,5,5
SR354,5,5
SR355,5,5
SR356,5,4
SR357,1,1
SR357S,2,3
SR358,5,5
SR359,5,5
SR360,5,5
SR361,5,5
SR362A,4,1
SR362,3,1
SR363,5,5
SR364,5,5
SR365,3,5
SR366,5,5
SR367,5,3
SR368,4,3
SR369,5,5
SR370,1,1
SR371,5,5
SR372,5,4
SR373,4,4
SR374,5,5
SR375,5,5
SR376,0,0
SR377,5,3
SR378A,5,5
SR378,0,0
SR379,1,0
SR380,5,3
SR382,5,1
SR383,5,5
SR384,5,5
SR385,5,3
SR386,5,0
SR389,0,0
SR390,5,4
SR391,5,5
SR392,0,0
SR393,3,5
SR394,5,4
SR395,5,0
SR396,5,5
SR397,5,3
SR398,5,5
SR399,5,4
SR400,5,4
SR401,5,3
SR402,5,1
SR403,5,1
SR404,5,5
SR405,5,3
SR406,5,0
SR407,5,3
SR408,5,5
SR409,5,1
SR410,5,5
SR411,5,5
SR412,5,5
SR413,5,5
SR414,5,5
SR415,5,5
SR416,3,4
SR417,3,3
SR418,5,5
SR419,0,0
SR420,0,0
SR422,0,0
SR423,3,3
SR424,3,3
SR425,2,2
SR426,3,3
SR428,5,5
SR42,0,0
SR431,4,5
SR432,0,0
SR433,3,3
SR435,5,5
SR436,3,3
SR438A,5,4
SR440,3,0
SR441,0,0
SR442,4,1
SR443,0,2
SR444,5,5
SR447,5,0
SR448,5,5
SR450,5,5
SR451,5,0
SR452,0,0
SR453,5,2
SR454,5,1
SR455,4,1
SR458,3,0
SR461,5,5
SR462,2,2
SR463,3,3
SR464,5,5
SR465,0,0
SR466,5,5
SR467,0,0
SR469,5,1
SR470,4,2
SR475,5,1
SR477,3,5
SR478,5,5
SR47,0,0
SR480,5,3
SR481,5,3
SR482,3,3
SR484,4,4
SR485,3,3
SR486,5,5
SR487,1,1
SR488A,0,0
SR488,0,0
SR489,5,5
SR490,3,0
SR491,3,3
SR492,3,0
SR494,5,5
SR495,5,0
SR498,3,3
SR499,5,2
SR500A,5,5
SR502,4,3
SR503,2,2
SR504,5,0
SR506,5,5
SR507,5,4
SR510,5,5
SR511,5,5
SR512,2,0
SR512S,0,0
SR513,1,1
